"Step","default vector 32c4 beta 0.9999 - train/lm_loss","default vector 32c4 beta 0.9999 - train/lm_loss__MIN","default vector 32c4 beta 0.9999 - train/lm_loss__MAX","default vector 32c1 beta 0.65 - train/lm_loss","default vector 32c1 beta 0.65 - train/lm_loss__MIN","default vector 32c1 beta 0.65 - train/lm_loss__MAX","default vector 32c2 beta 0.95 - train/lm_loss","default vector 32c2 beta 0.95 - train/lm_loss__MIN","default vector 32c2 beta 0.95 - train/lm_loss__MAX","default vector 8c1 ema zero init - train/lm_loss","default vector 8c1 ema zero init - train/lm_loss__MIN","default vector 8c1 ema zero init - train/lm_loss__MAX","default vector 8c2 ema expertwise beta 0.9 - train/lm_loss","default vector 8c2 ema expertwise beta 0.9 - train/lm_loss__MIN","default vector 8c2 ema expertwise beta 0.9 - train/lm_loss__MAX","baseline 32c4 - train/lm_loss","baseline 32c4 - train/lm_loss__MIN","baseline 32c4 - train/lm_loss__MAX","baseline 32c1 - train/lm_loss","baseline 32c1 - train/lm_loss__MIN","baseline 32c1 - train/lm_loss__MAX","baseline 8c2 - train/lm_loss","baseline 8c2 - train/lm_loss__MIN","baseline 8c2 - train/lm_loss__MAX","baseline 8c1 - train/lm_loss","baseline 8c1 - train/lm_loss__MIN","baseline 8c1 - train/lm_loss__MAX","baseline 32c2 - train/lm_loss","baseline 32c2 - train/lm_loss__MIN","baseline 32c2 - train/lm_loss__MAX"
"2250","3.296875","3.296875","3.296875","3.375","3.375","3.375","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125","3.359375","3.359375","3.359375","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.328125","3.328125","3.328125"
"2251","3.265625","3.265625","3.265625","3.34375","3.34375","3.34375","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.3125","3.3125","3.3125"
"2252","3.296875","3.296875","3.296875","3.375","3.375","3.375","3.328125","3.328125","3.328125","3.34375","3.34375","3.34375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125"
"2253","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125"
"2254","3.28125","3.28125","3.28125","3.359375","3.359375","3.359375","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.28125","3.28125","3.28125","3.34375","3.34375","3.34375","3.34375","3.34375","3.34375","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.34375","3.34375","3.34375"
"2255","3.28125","3.28125","3.28125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.328125","3.328125","3.328125"
"2256","3.28125","3.28125","3.28125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875"
"2257","3.28125","3.28125","3.28125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875"
"2258","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125"
"2259","3.3125","3.3125","3.3125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.3125","3.3125","3.3125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125"
"2260","3.28125","3.28125","3.28125","3.359375","3.359375","3.359375","3.34375","3.34375","3.34375","3.34375","3.34375","3.34375","3.28125","3.28125","3.28125","3.34375","3.34375","3.34375","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.34375","3.34375","3.34375"
"2261","3.265625","3.265625","3.265625","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.3125","3.3125","3.3125"
"2262","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875"
"2263","3.265625","3.265625","3.265625","3.34375","3.34375","3.34375","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.3125","3.3125","3.3125","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.3125","3.3125","3.3125"
"2264","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125"
"2265","3.265625","3.265625","3.265625","3.34375","3.34375","3.34375","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.28125","3.28125","3.28125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875"
"2266","3.265625","3.265625","3.265625","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875"
"2267","3.28125","3.28125","3.28125","3.34375","3.34375","3.34375","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.34375","3.34375","3.34375"
"2268","3.3125","3.3125","3.3125","3.375","3.375","3.375","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.375","3.375","3.375","3.3125","3.3125","3.3125","3.359375","3.359375","3.359375","3.3125","3.3125","3.3125"
"2269","3.296875","3.296875","3.296875","3.375","3.375","3.375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125"
"2270","3.28125","3.28125","3.28125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.28125","3.28125","3.28125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875"
"2271","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125"
"2272","3.28125","3.28125","3.28125","3.34375","3.34375","3.34375","3.3125","3.3125","3.3125","3.3125","3.3125","3.3125","3.28125","3.28125","3.28125","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.3125","3.3125","3.3125"
"2273","3.28125","3.28125","3.28125","3.359375","3.359375","3.359375","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125"
"2274","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.328125","3.328125","3.328125"
"2275","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125"
"2276","3.265625","3.265625","3.265625","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.28125","3.28125","3.28125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875"
"2277","3.296875","3.296875","3.296875","3.375","3.375","3.375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.375","3.375","3.375","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.328125","3.328125","3.328125"
"2278","3.265625","3.265625","3.265625","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.28125","3.28125","3.28125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875"
"2279","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125"
"2280","3.265625","3.265625","3.265625","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875"
"2281","3.296875","3.296875","3.296875","3.375","3.375","3.375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.3125","3.3125","3.3125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125"
"2282","3.265625","3.265625","3.265625","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875"
"2283","3.265625","3.265625","3.265625","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125","3.265625","3.265625","3.265625","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875"
"2284","3.296875","3.296875","3.296875","3.375","3.375","3.375","3.34375","3.34375","3.34375","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.375","3.375","3.375","3.3125","3.3125","3.3125","3.375","3.375","3.375","3.34375","3.34375","3.34375"
"2285","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.328125","3.328125","3.328125"
"2286","3.265625","3.265625","3.265625","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875"
"2287","3.265625","3.265625","3.265625","3.328125","3.328125","3.328125","3.3125","3.3125","3.3125","3.3125","3.3125","3.3125","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875"
"2288","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125"
"2289","3.28125","3.28125","3.28125","3.359375","3.359375","3.359375","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.3125","3.3125","3.3125"
"2290","3.265625","3.265625","3.265625","3.3125","3.3125","3.3125","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875","3.28125","3.28125","3.28125","3.28125","3.28125","3.28125","3.3125","3.3125","3.3125","3.28125","3.28125","3.28125","3.3125","3.3125","3.3125","3.296875","3.296875","3.296875"
"2291","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.34375","3.34375","3.34375","3.328125","3.328125","3.328125"
"2292","3.3125","3.3125","3.3125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125"
"2293","3.265625","3.265625","3.265625","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875"
"2294","3.28125","3.28125","3.28125","3.359375","3.359375","3.359375","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.3125","3.3125","3.3125"
"2295","3.28125","3.28125","3.28125","3.34375","3.34375","3.34375","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.328125","3.328125","3.328125"
"2296","3.265625","3.265625","3.265625","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.28125","3.28125","3.28125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875"
"2297","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.328125","3.328125","3.328125"
"2298","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.3125","3.3125","3.3125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125"
"2299","3.28125","3.28125","3.28125","3.375","3.375","3.375","3.328125","3.328125","3.328125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.34375","3.34375","3.34375"
"2300","3.28125","3.28125","3.28125","3.375","3.375","3.375","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.3125","3.3125","3.3125","3.3125","3.3125","3.3125","3.359375","3.359375","3.359375","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.3125","3.3125","3.3125"
"2301","3.28125","3.28125","3.28125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875"
"2302","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125"
"2303","3.28125","3.28125","3.28125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875"
"2304","3.265625","3.265625","3.265625","3.328125","3.328125","3.328125","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125","3.3125","3.3125","3.3125","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875","3.28125","3.28125","3.28125"
