"Step","default vector 8c1 ema 9e-4 - train/lm_loss","default vector 8c1 ema 9e-4 - train/lm_loss__MIN","default vector 8c1 ema 9e-4 - train/lm_loss__MAX","default vector 8c1 ema 7e-4 - train/lm_loss","default vector 8c1 ema 7e-4 - train/lm_loss__MIN","default vector 8c1 ema 7e-4 - train/lm_loss__MAX","expert approx 8c1 no experts 8c1 5e-4 - train/lm_loss","expert approx 8c1 no experts 8c1 5e-4 - train/lm_loss__MIN","expert approx 8c1 no experts 8c1 5e-4 - train/lm_loss__MAX","baseline 8c1 9e-4 - train/lm_loss","baseline 8c1 9e-4 - train/lm_loss__MIN","baseline 8c1 9e-4 - train/lm_loss__MAX","baseline 8c1 7e-4 - train/lm_loss","baseline 8c1 7e-4 - train/lm_loss__MIN","baseline 8c1 7e-4 - train/lm_loss__MAX","baseline 8c1 5e-4 - train/lm_loss","baseline 8c1 5e-4 - train/lm_loss__MIN","baseline 8c1 5e-4 - train/lm_loss__MAX","default vector 8c1 ema zero init - train/lm_loss","default vector 8c1 ema zero init - train/lm_loss__MIN","default vector 8c1 ema zero init - train/lm_loss__MAX","baseline 8c1 - train/lm_loss","baseline 8c1 - train/lm_loss__MIN","baseline 8c1 - train/lm_loss__MAX"
"1326","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.734375","3.734375","3.734375","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1327","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.765625","3.765625","3.765625","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.515625","3.515625","3.515625","3.53125","3.53125","3.53125"
"1328","3.484375","3.484375","3.484375","3.484375","3.484375","3.484375","3.5","3.5","3.5","3.78125","3.78125","3.78125","3.484375","3.484375","3.484375","3.515625","3.515625","3.515625","3.53125","3.53125","3.53125","3.546875","3.546875","3.546875"
"1329","3.453125","3.453125","3.453125","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875","3.734375","3.734375","3.734375","3.453125","3.453125","3.453125","3.484375","3.484375","3.484375","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1330","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.75","3.75","3.75","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1331","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.734375","3.734375","3.734375","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1332","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.734375","3.734375","3.734375","3.4375","3.4375","3.4375","3.484375","3.484375","3.484375","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1333","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.734375","3.734375","3.734375","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1334","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125","3.703125","3.703125","3.703125","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1335","3.453125","3.453125","3.453125","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.734375","3.734375","3.734375","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1336","3.4375","3.4375","3.4375","3.421875","3.421875","3.421875","3.46875","3.46875","3.46875","3.6875","3.6875","3.6875","3.421875","3.421875","3.421875","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1337","3.46875","3.46875","3.46875","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.734375","3.734375","3.734375","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1338","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.734375","3.734375","3.734375","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1339","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375","3.75","3.75","3.75","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375","3.515625","3.515625","3.515625","3.53125","3.53125","3.53125"
"1340","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.734375","3.734375","3.734375","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1341","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.71875","3.71875","3.71875","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1342","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.734375","3.734375","3.734375","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1343","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.71875","3.71875","3.71875","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1344","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.734375","3.734375","3.734375","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1345","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.71875","3.71875","3.71875","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1346","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.75","3.75","3.75","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125"
"1347","3.453125","3.453125","3.453125","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875","3.734375","3.734375","3.734375","3.4375","3.4375","3.4375","3.484375","3.484375","3.484375","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1348","3.46875","3.46875","3.46875","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875","3.734375","3.734375","3.734375","3.4375","3.4375","3.4375","3.5","3.5","3.5","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1349","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125","3.703125","3.703125","3.703125","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1350","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.734375","3.734375","3.734375","3.453125","3.453125","3.453125","3.484375","3.484375","3.484375","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1351","3.46875","3.46875","3.46875","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875","3.734375","3.734375","3.734375","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1352","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375","3.734375","3.734375","3.734375","3.453125","3.453125","3.453125","3.484375","3.484375","3.484375","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1353","3.453125","3.453125","3.453125","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.703125","3.703125","3.703125","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1354","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.71875","3.71875","3.71875","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1355","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.703125","3.703125","3.703125","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1356","3.453125","3.453125","3.453125","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875","3.703125","3.703125","3.703125","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1357","3.46875","3.46875","3.46875","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875","3.703125","3.703125","3.703125","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1358","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125","3.703125","3.703125","3.703125","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1359","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.703125","3.703125","3.703125","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1360","3.453125","3.453125","3.453125","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875","3.734375","3.734375","3.734375","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1361","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.703125","3.703125","3.703125","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1362","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.71875","3.71875","3.71875","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1363","3.46875","3.46875","3.46875","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875","3.734375","3.734375","3.734375","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1364","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.703125","3.703125","3.703125","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1365","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.703125","3.703125","3.703125","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1366","3.421875","3.421875","3.421875","3.421875","3.421875","3.421875","3.46875","3.46875","3.46875","3.6875","3.6875","3.6875","3.421875","3.421875","3.421875","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1367","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.703125","3.703125","3.703125","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1368","3.453125","3.453125","3.453125","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875","3.71875","3.71875","3.71875","3.453125","3.453125","3.453125","3.484375","3.484375","3.484375","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1369","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.734375","3.734375","3.734375","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1370","3.453125","3.453125","3.453125","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875","3.703125","3.703125","3.703125","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1371","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125","3.703125","3.703125","3.703125","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1372","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.703125","3.703125","3.703125","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1373","3.4375","3.4375","3.4375","3.421875","3.421875","3.421875","3.453125","3.453125","3.453125","3.703125","3.703125","3.703125","3.421875","3.421875","3.421875","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1374","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.734375","3.734375","3.734375","3.453125","3.453125","3.453125","3.484375","3.484375","3.484375","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1375","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.703125","3.703125","3.703125","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1376","3.46875","3.46875","3.46875","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.734375","3.734375","3.734375","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1377","3.4375","3.4375","3.4375","3.421875","3.421875","3.421875","3.4375","3.4375","3.4375","3.703125","3.703125","3.703125","3.421875","3.421875","3.421875","3.4375","3.4375","3.4375","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1378","3.46875","3.46875","3.46875","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875","3.703125","3.703125","3.703125","3.453125","3.453125","3.453125","3.5","3.5","3.5","3.515625","3.515625","3.515625","3.53125","3.53125","3.53125"
"1379","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.703125","3.703125","3.703125","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1380","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.703125","3.703125","3.703125","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1381","3.453125","3.453125","3.453125","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875","3.703125","3.703125","3.703125","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1382","3.46875","3.46875","3.46875","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.703125","3.703125","3.703125","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1383","3.40625","3.40625","3.40625","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375","3.671875","3.671875","3.671875","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875"
"1384","3.453125","3.453125","3.453125","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.703125","3.703125","3.703125","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1385","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125","3.703125","3.703125","3.703125","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1386","3.453125","3.453125","3.453125","3.453125","3.453125","3.453125","3.484375","3.484375","3.484375","3.71875","3.71875","3.71875","3.453125","3.453125","3.453125","3.5","3.5","3.5","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1387","3.453125","3.453125","3.453125","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.71875","3.71875","3.71875","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1388","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.703125","3.703125","3.703125","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1389","3.453125","3.453125","3.453125","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.71875","3.71875","3.71875","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1390","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.703125","3.703125","3.703125","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1391","3.453125","3.453125","3.453125","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.703125","3.703125","3.703125","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1392","3.421875","3.421875","3.421875","3.421875","3.421875","3.421875","3.421875","3.421875","3.421875","3.671875","3.671875","3.671875","3.421875","3.421875","3.421875","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1393","3.453125","3.453125","3.453125","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875","3.703125","3.703125","3.703125","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1394","3.421875","3.421875","3.421875","3.421875","3.421875","3.421875","3.4375","3.4375","3.4375","3.671875","3.671875","3.671875","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1395","3.4375","3.4375","3.4375","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375","3.671875","3.671875","3.671875","3.390625","3.390625","3.390625","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1396","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.703125","3.703125","3.703125","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1397","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.703125","3.703125","3.703125","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1398","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125","3.703125","3.703125","3.703125","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1399","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125","3.6875","3.6875","3.6875","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1400","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.6875","3.6875","3.6875","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1401","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.703125","3.703125","3.703125","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1402","3.4375","3.4375","3.4375","3.421875","3.421875","3.421875","3.4375","3.4375","3.4375","3.671875","3.671875","3.671875","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1403","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.703125","3.703125","3.703125","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1404","3.40625","3.40625","3.40625","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375","3.671875","3.671875","3.671875","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875"
"1405","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125","3.671875","3.671875","3.671875","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1406","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125","3.671875","3.671875","3.671875","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1407","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.6875","3.6875","3.6875","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1408","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.671875","3.671875","3.671875","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
